station,period,entries_diff,exits_diff,entries_compared_to_2019,exits_compared_to_2019
33 ST (6),12/1/2020,169954,182102,0.245097799,0.320866489
33 ST (6),1/1/2021,163794,177346,0.207304787,0.303274273
33 ST (6),2/1/2021,157929,176660,0.233070789,0.343953459
33 ST (6),3/1/2021,81592,89043,0.110812022,0.15487032
33 ST-RAWSON ST (7),1/1/2020,238677,209758,0.992011604,1.062959247
33 ST-RAWSON ST (7),2/1/2020,216244,194338,1.051284669,1.12310733
33 ST-RAWSON ST (7),3/1/2020,135731,127468,0.491065517,0.565830359
33 ST-RAWSON ST (7),4/1/2020,12051,15611,0.046815817,0.074586005
33 ST-RAWSON ST (7),5/1/2020,17817,21647,0.062692649,0.095120708
33 ST-RAWSON ST (7),6/1/2020,29794,32633,0.136733701,0.179456017
33 ST-RAWSON ST (7),7/1/2020,36753,42861,0.170746438,0.237077477
33 ST-RAWSON ST (7),8/1/2020,40287,47691,0.226788861,0.313117983
33 ST-RAWSON ST (7),9/1/2020,49734,56542,0.187544544,0.254605385
33 ST-RAWSON ST (7),10/1/2020,62218,67097,0.210294699,0.267735796
33 ST-RAWSON ST (7),11/1/2020,53177,58024,0.205381627,0.265525684
33 ST-RAWSON ST (7),12/1/2020,50302,57948,0.228724468,0.301641256
33 ST-RAWSON ST (7),1/1/2021,47458,54631,0.197249365,0.276845348
33 ST-RAWSON ST (7),2/1/2021,47764,61243,0.232207881,0.35393213
33 ST-RAWSON ST (7),3/1/2021,25547,33366,0.092427307,0.14811165
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",1/1/2020,3125925,2944006,0.99383496,1.05359246
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",2/1/2020,2849369,2744770,0.99342867,1.067377585
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",3/1/2020,1403759,1387414,0.421788643,0.455516059
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",4/1/2020,140664,179535,0.04222606,0.058630317
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",5/1/2020,185440,233973,0.054064108,0.074396295
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",6/1/2020,351338,417440,0.105986136,0.137544095
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",7/1/2020,576107,682792,0.173906232,0.216994477
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",8/1/2020,640864,764799,0.192215221,0.237263217
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",9/1/2020,720915,851249,0.225161395,0.279452433
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",10/1/2020,792933,941421,0.22551062,0.288466205
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",11/1/2020,727757,870750,0.217375863,0.281125056
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",12/1/2020,781285,959856,0.221514636,0.294257982
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",1/1/2021,661395,828946,0.210279349,0.296660827
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",2/1/2021,595789,764357,0.207721034,0.297240763
"34 ST-HERALD SQ (B,D,F,M,N,Q,R,W)",3/1/2021,307419,383642,0.092370444,0.125957423
34 ST-HUDSON YARDS (7),1/1/2020,483546,498361,2.041174186,1.981507399
34 ST-HUDSON YARDS (7),2/1/2020,478008,505317,1.811926675,1.832026945
34 ST-HUDSON YARDS (7),3/1/2020,225627,246837,0.482155335,0.494359182
34 ST-HUDSON YARDS (7),4/1/2020,24260,28908,0.039376277,0.043626222
34 ST-HUDSON YARDS (7),5/1/2020,32527,40956,0.057369373,0.074702601
34 ST-HUDSON YARDS (7),6/1/2020,54639,65091,0.097323207,0.109429376
34 ST-HUDSON YARDS (7),7/1/2020,76475,93643,0.13135182,0.149016718
34 ST-HUDSON YARDS (7),8/1/2020,86682,107158,0.149755625,0.172151598
34 ST-HUDSON YARDS (7),9/1/2020,116141,143182,0.212846165,0.248112926
34 ST-HUDSON YARDS (7),10/1/2020,138251,163943,0.206126651,0.234831958
34 ST-HUDSON YARDS (7),11/1/2020,126734,154577,0.224059318,0.26566469
34 ST-HUDSON YARDS (7),12/1/2020,164630,216977,0.324249055,0.413985809
34 ST-HUDSON YARDS (7),1/1/2021,100910,126964,0.425967513,0.504814994
34 ST-HUDSON YARDS (7),2/1/2021,91709,118719,0.347630131,0.430415772
34 ST-HUDSON YARDS (7),3/1/2021,56858,74147,0.121503136,0.148499821
"34 ST-PENN STATION (1,2,3,A,C,E)",1/1/2020,4054964,3902365,0.957833232,1.018430777
"34 ST-PENN STATION (1,2,3,A,C,E)",2/1/2020,3710282,3647451,0.949887149,1.02260327
"34 ST-PENN STATION (1,2,3,A,C,E)",3/1/2020,1837687,1893255,0.409554588,0.459429559
"34 ST-PENN STATION (1,2,3,A,C,E)",4/1/2020,194751,294529,0.043474941,0.072129804
"34 ST-PENN STATION (1,2,3,A,C,E)",5/1/2020,257231,358150,0.055844938,0.084383642
"34 ST-PENN STATION (1,2,3,A,C,E)",6/1/2020,451045,572363,0.10249858,0.143908221
"34 ST-PENN STATION (1,2,3,A,C,E)",7/1/2020,678559,850162,0.15432693,0.208888297
"34 ST-PENN STATION (1,2,3,A,C,E)",8/1/2020,737146,930334,0.176233678,0.23772204
"34 ST-PENN STATION (1,2,3,A,C,E)",9/1/2020,869458,1071898,0.204411601,0.273285252
"34 ST-PENN STATION (1,2,3,A,C,E)",10/1/2020,962330,1182499,0.203438195,0.2699009
"34 ST-PENN STATION (1,2,3,A,C,E)",11/1/2020,842311,1083591,0.194187276,0.266899528
"34 ST-PENN STATION (1,2,3,A,C,E)",12/1/2020,848869,1119339,0.192695246,0.273638346
"34 ST-PENN STATION (1,2,3,A,C,E)",1/1/2021,773392,1059062,0.182684867,0.27639171
"34 ST-PENN STATION (1,2,3,A,C,E)",2/1/2021,705863,957128,0.180711383,0.268341432
"34 ST-PENN STATION (1,2,3,A,C,E)",3/1/2021,369903,491446,0.082438125,0.119257479
"36 AV (N,Q,W)",1/1/2020,172741,187450,0.741345865,0.765248844
"36 AV (N,Q,W)",2/1/2020,162972,173978,1.163346159,1.252811982
"36 AV (N,Q,W)",3/1/2020,97239,106574,0.644594406,0.717288446
"36 AV (N,Q,W)",4/1/2020,12969,16720,0.086773542,0.111126619
"36 AV (N,Q,W)",5/1/2020,18674,24018,0.107003902,0.130799183
"36 AV (N,Q,W)",6/1/2020,30564,40000,0.212045317,0.269050454
"36 AV (N,Q,W)",7/1/2020,42936,54677,0.312205054,0.374056768
"36 AV (N,Q,W)",8/1/2020,46517,65062,0.301733197,0.433059546
"36 AV (N,Q,W)",9/1/2020,56599,71048,0.344792085,0.405731222
"36 AV (N,Q,W)",10/1/2020,64099,81728,0.384042515,0.478016997
"36 AV (N,Q,W)",11/1/2020,56499,74043,0.340874948,0.415537697
"36 AV (N,Q,W)",12/1/2020,55707,73299,0.347781843,0.43158186
"36 AV (N,Q,W)",1/1/2021,51890,69546,0.222694305,0.28391569
"36 AV (N,Q,W)",2/1/2021,48338,65760,0.345052074,0.473536401
"36 AV (N,Q,W)",3/1/2021,24472,33532,0.162224152,0.225684653
"36 ST (D,N,R)",1/1/2020,362606,214821,1.036277693,1.054843557
"36 ST (D,N,R)",2/1/2020,342025,209123,1.069339403,1.128978794
"36 ST (D,N,R)",3/1/2020,210087,141972,0.585293487,0.663259395
"36 ST (D,N,R)",4/1/2020,44110,38353,0.111054603,0.165096898
"36 ST (D,N,R)",5/1/2020,60602,50505,0.161653614,0.222615495
"36 ST (D,N,R)",6/1/2020,89523,73880,0.243646409,0.321624316
"36 ST (D,N,R)",7/1/2020,116040,95918,0.342456455,0.438530399
"36 ST (D,N,R)",8/1/2020,124820,102124,0.364715886,0.455436979
"36 ST (D,N,R)",9/1/2020,145116,117665,0.40037412,0.50490032
"36 ST (D,N,R)",10/1/2020,170119,186651,0.431891402,0.753025804
"36 ST (D,N,R)",11/1/2020,147526,124117,0.407738762,0.538763055
"36 ST (D,N,R)",12/1/2020,145693,134670,0.402052581,0.615620214
"36 ST (D,N,R)",1/1/2021,136315,114596,0.389569377,0.562705007
"36 ST (D,N,R)",2/1/2021,134024,108098,0.419025346,0.583581671
"36 ST (D,N,R)",3/1/2021,62413,52449,0.173879975,0.245029245
"36 ST (M,R)",1/1/2020,111593,79486,0.850763906,0.892609687
"36 ST (M,R)",2/1/2020,105744,75379,0.930247288,0.965951612
"36 ST (M,R)",3/1/2020,62918,48002,0.480535847,0.514893754
"36 ST (M,R)",4/1/2020,8651,10331,0.066663071,0.11308136
"36 ST (M,R)",5/1/2020,10414,12126,0.088761986,0.151268681
"36 ST (M,R)",6/1/2020,16532,16716,0.143504453,0.202718927
"36 ST (M,R)",7/1/2020,22689,22245,0.184001168,0.252672111
"36 ST (M,R)",8/1/2020,24556,25203,0.226333011,0.313458453
"36 ST (M,R)",9/1/2020,28500,29084,0.252219085,0.365023784
"36 ST (M,R)",10/1/2020,31629,30657,0.233076889,0.324436731
"36 ST (M,R)",11/1/2020,30044,29755,0.277727449,0.394722878
"36 ST (M,R)",12/1/2020,27378,27852,0.246555357,0.359139674
"36 ST (M,R)",1/1/2021,25549,26968,0.194780739,0.302844501
"36 ST (M,R)",2/1/2021,24923,27134,0.219251713,0.347711313
"36 ST (M,R)",3/1/2021,12599,12907,0.096224787,0.138447016
"39 AV (N,Q,W)",1/1/2020,88733,95762,17.59179223,11.82538898
"39 AV (N,Q,W)",2/1/2020,76113,82589,1.796346558,1.713820295
"39 AV (N,Q,W)",3/1/2020,44239,50591,0.763531239,0.861108747
"39 AV (N,Q,W)",4/1/2020,5385,8275,0.081649053,0.121994368
"39 AV (N,Q,W)",5/1/2020,6970,11045,0.087644292,0.132984167
"39 AV (N,Q,W)",6/1/2020,11785,17251,0.175835161,0.254503342
"39 AV (N,Q,W)",7/1/2020,17676,24646,0.271545765,0.3552679
"39 AV (N,Q,W)",8/1/2020,19045,26778,0.246601062,0.372947452
"39 AV (N,Q,W)",9/1/2020,23248,30774,0.295655713,0.36929834
"39 AV (N,Q,W)",10/1/2020,27098,35511,0.339897647,0.438099115
"39 AV (N,Q,W)",11/1/2020,24503,33010,0.316518976,0.39232232
"39 AV (N,Q,W)",12/1/2020,24577,34091,0.293372645,0.38569279
"39 AV (N,Q,W)",1/1/2021,23067,32881,4.573156225,4.06038528
"39 AV (N,Q,W)",2/1/2021,21863,30889,0.51598971,0.640983607
"39 AV (N,Q,W)",3/1/2021,10858,15357,0.187400759,0.261391295
"4 AV-9 ST (D,F,G,M,N,R)",1/1/2020,338552,310257,1.035358879,1.068602565
"4 AV-9 ST (D,F,G,M,N,R)",2/1/2020,319728,289285,1.059554542,1.079216269
"4 AV-9 ST (D,F,G,M,N,R)",3/1/2020,173786,171858,0.50648605,0.565532583
"4 AV-9 ST (D,F,G,M,N,R)",4/1/2020,25574,35426,0.077058669,0.124428366
"4 AV-9 ST (D,F,G,M,N,R)",5/1/2020,35127,47178,0.09984594,0.14579876
"4 AV-9 ST (D,F,G,M,N,R)",6/1/2020,56038,70236,0.170449499,0.239233211
"4 AV-9 ST (D,F,G,M,N,R)",7/1/2020,74381,91528,0.236075449,0.315224654
"4 AV-9 ST (D,F,G,M,N,R)",8/1/2020,83227,103778,0.268629305,0.361933792
"4 AV-9 ST (D,F,G,M,N,R)",9/1/2020,104973,125485,0.310734647,0.410429089
"4 AV-9 ST (D,F,G,M,N,R)",10/1/2020,124225,148881,0.340882274,0.451382973
"4 AV-9 ST (D,F,G,M,N,R)",11/1/2020,103920,128901,0.313860038,0.416306559
"4 AV-9 ST (D,F,G,M,N,R)",12/1/2020,97142,124178,0.305722181,0.423565608
"4 AV-9 ST (D,F,G,M,N,R)",1/1/2021,90706,115771,0.277396862,0.398744227
"4 AV-9 ST (D,F,G,M,N,R)",2/1/2021,88005,111541,0.29164195,0.416118574
"4 AV-9 ST (D,F,G,M,N,R)",3/1/2021,44207,56250,0.128837932,0.185101699
40 ST LOWERY ST (7),1/1/2020,255219,226826,1.079127291,1.065220862
40 ST LOWERY ST (7),2/1/2020,242726,204373,1.049716732,1.02883018
40 ST LOWERY ST (7),3/1/2020,142655,131145,0.549579884,0.554517279
40 ST LOWERY ST (7),4/1/2020,18378,22947,0.06909568,0.092777003
40 ST LOWERY ST (7),5/1/2020,26457,31615,0.094518654,0.12383713
40 ST LOWERY ST (7),6/1/2020,43409,51582,0.170903593,0.217677716
40 ST LOWERY ST (7),7/1/2020,59485,69782,0.246135322,0.309740248
40 ST LOWERY ST (7),8/1/2020,65494,78388,0.268761695,0.338841796
40 ST LOWERY ST (7),9/1/2020,81745,94542,0.301455186,0.377622713
40 ST LOWERY ST (7),10/1/2020,92854,106167,0.322153565,0.397157682
40 ST LOWERY ST (7),11/1/2020,83008,96776,0.318855611,0.398997312
40 ST LOWERY ST (7),12/1/2020,83002,96931,0.326432532,0.405004742
40 ST LOWERY ST (7),1/1/2021,74353,88164,0.31438236,0.41403601
40 ST LOWERY ST (7),2/1/2021,71017,84517,0.307127103,0.425465401
40 ST LOWERY ST (7),3/1/2021,35613,42440,0.137199456,0.179448041
"42 ST-BRYANT PK (B,D,F,M,7)",1/1/2020,1406350,1367682,1.070681663,1.115076023
"42 ST-BRYANT PK (B,D,F,M,7)",2/1/2020,1277857,1292542,1.054044379,1.124618469
"42 ST-BRYANT PK (B,D,F,M,7)",3/1/2020,639806,649857,0.462925098,0.491548795
"42 ST-BRYANT PK (B,D,F,M,7)",4/1/2020,52188,64814,0.037214224,0.048636557
"42 ST-BRYANT PK (B,D,F,M,7)",5/1/2020,72712,86033,0.052097902,0.06481561
"42 ST-BRYANT PK (B,D,F,M,7)",6/1/2020,146953,159906,0.104071636,0.119980462
"42 ST-BRYANT PK (B,D,F,M,7)",7/1/2020,217237,241781,0.145744998,0.16992284
"42 ST-BRYANT PK (B,D,F,M,7)",8/1/2020,234852,266955,0.15706779,0.187730615
"42 ST-BRYANT PK (B,D,F,M,7)",9/1/2020,268134,309903,0.186337191,0.226398926
"42 ST-BRYANT PK (B,D,F,M,7)",10/1/2020,293650,343140,0.184887748,0.226033881
"42 ST-BRYANT PK (B,D,F,M,7)",11/1/2020,277217,333646,0.188299391,0.235507786
"42 ST-BRYANT PK (B,D,F,M,7)",12/1/2020,296491,370246,0.190877024,0.252923596
"42 ST-BRYANT PK (B,D,F,M,7)",1/1/2021,246520,304044,0.18768048,0.24788816
"42 ST-BRYANT PK (B,D,F,M,7)",2/1/2021,219363,276849,0.180942263,0.240881533
"42 ST-BRYANT PK (B,D,F,M,7)",3/1/2021,116629,144637,0.084385722,0.10940275
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",1/1/2020,2252430,1839693,0.978285088,1.102024349
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",2/1/2020,2074141,1758658,0.976340647,1.092237827
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",3/1/2020,1076166,951868,0.442612756,0.528222186
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",4/1/2020,134995,161735,0.054937117,0.086268789
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",5/1/2020,192173,220268,0.076178082,0.113274537
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",6/1/2020,336171,367275,0.138557738,0.19783013
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",7/1/2020,462961,515306,0.18769128,0.262868441
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",8/1/2020,498125,556379,0.203293259,0.277053166
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",9/1/2020,553779,604977,0.235394609,0.322016035
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",10/1/2020,603068,658767,0.235047702,0.322812649
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",11/1/2020,532236,591832,0.22996289,0.316446241
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",12/1/2020,528066,599425,0.219661124,0.319982939
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",1/1/2021,512515,593743,0.22259772,0.355667627
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",2/1/2021,461830,542953,0.217392839,0.337208147
"42 ST-PORT AUTHORITY (A,C,E,N,Q,R,S,1,2,3,7,W)",3/1/2021,244451,281492,0.100539444,0.15620897
45 ST (R),1/1/2020,198510,112920,0.984350361,0.934520657
45 ST (R),2/1/2020,187710,107268,0.993185113,0.91389916
45 ST (R),3/1/2020,118284,72141,0.551199008,0.570541667
45 ST (R),4/1/2020,23215,19183,0.110553936,0.155937797
45 ST (R),5/1/2020,34169,28126,0.152129971,0.215632307
45 ST (R),6/1/2020,50273,46257,0.238414333,0.363738588
45 ST (R),7/1/2020,65611,59063,0.320619826,0.466270891
45 ST (R),8/1/2020,69242,61149,0.358224862,0.541587324
45 ST (R),9/1/2020,83231,67370,0.401566103,0.549488194
45 ST (R),10/1/2020,86714,64413,0.390417188,0.494040497
45 ST (R),11/1/2020,82452,64527,0.406554014,0.587025345
45 ST (R),12/1/2020,81471,64283,0.428091765,0.596610578
45 ST (R),1/1/2021,76053,64285,0.377123561,0.532019664
45 ST (R),2/1/2021,72851,62001,0.385459105,0.528234532
45 ST (R),3/1/2021,34399,29188,0.160298051,0.230839192
"46 ST (M,R)",1/1/2020,212545,173043,0.967595817,0.959856889
"46 ST (M,R)",2/1/2020,203636,173817,1.024475401,1.040402952
"46 ST (M,R)",3/1/2020,120633,106192,0.518599562,0.549184694
"46 ST (M,R)",4/1/2020,17810,20177,0.077684386,0.107509178
"46 ST (M,R)",5/1/2020,24823,28740,0.112374658,0.160694217
"46 ST (M,R)",6/1/2020,40342,43308,0.185877854,0.23999734
"46 ST (M,R)",7/1/2020,57747,61799,0.26523151,0.332333091
"46 ST (M,R)",8/1/2020,59732,67151,0.289918944,0.386531742
"46 ST (M,R)",9/1/2020,70744,76940,0.327068799,0.411531878
"46 ST (M,R)",10/1/2020,79820,87518,0.330419088,0.423980234
"46 ST (M,R)",11/1/2020,72394,81569,0.338934328,0.448679303
"46 ST (M,R)",12/1/2020,68435,79511,0.323151095,0.438308968
"46 ST (M,R)",1/1/2021,63384,77068,0.288551099,0.42749057
"46 ST (M,R)",2/1/2021,62591,84899,0.314889999,0.508173368
"46 ST (M,R)",3/1/2021,31645,37069,0.136041408,0.19170679
46 ST BLISS ST (7),1/1/2020,331503,268797,1.080240095,1.114424664
46 ST BLISS ST (7),2/1/2020,317111,254501,1.053990634,1.074469522
46 ST BLISS ST (7),3/1/2020,196698,163370,0.587958535,0.621285011
46 ST BLISS ST (7),4/1/2020,32381,33933,0.094503609,0.126163273
46 ST BLISS ST (7),5/1/2020,45294,47080,0.126543236,0.165221389
46 ST BLISS ST (7),6/1/2020,71717,75019,0.213541325,0.27875876
46 ST BLISS ST (7),7/1/2020,94476,100576,0.286365538,0.379403222
46 ST BLISS ST (7),8/1/2020,100910,109653,0.301767964,0.402273803
46 ST BLISS ST (7),9/1/2020,126060,127636,0.359266078,0.453357487
46 ST BLISS ST (7),10/1/2020,139006,139155,0.376891834,0.478386573
46 ST BLISS ST (7),11/1/2020,127770,133282,0.377870181,0.491918965
46 ST BLISS ST (7),12/1/2020,126030,136720,0.379979257,0.516608791
46 ST BLISS ST (7),1/1/2021,114694,125458,0.373743397,0.520145275
46 ST BLISS ST (7),2/1/2021,108855,121178,0.361804385,0.51159747
46 ST BLISS ST (7),3/1/2021,54863,61484,0.163993376,0.233819475
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",1/1/2020,1544412,1617985,1.04293814,1.067873987
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",2/1/2020,1366407,1471292,1.039734802,1.079859228
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",3/1/2020,667064,733483,0.444999176,0.473267356
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",4/1/2020,42180,54953,0.028030359,0.034681472
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",5/1/2020,60708,79599,0.037973021,0.048724903
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",6/1/2020,146828,178550,0.098027211,0.115105474
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",7/1/2020,234361,284006,0.154549076,0.17962535
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",8/1/2020,251315,312621,0.164874672,0.198755541
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",9/1/2020,284350,358865,0.193208387,0.237801149
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",10/1/2020,325113,402162,0.191018999,0.230790552
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",11/1/2020,300991,377672,0.192202108,0.235139859
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",12/1/2020,370734,480305,0.185514948,0.242390736
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",1/1/2021,282726,360922,0.190924267,0.238209387
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",2/1/2021,255638,334634,0.194521636,0.24560564
"47-50 STS-ROCKEFELLER CENTER (B,D,F,M)",3/1/2021,131800,171498,0.087923934,0.11065615
"49 ST (N,Q,R,W)",1/1/2020,565489,462865,0.890803203,0.849338772
"49 ST (N,Q,R,W)",2/1/2020,514628,417351,0.955023902,0.894825313
"49 ST (N,Q,R,W)",3/1/2020,263332,230790,0.434321943,0.440155015
"49 ST (N,Q,R,W)",4/1/2020,17041,23814,0.025761733,0.045550444
"49 ST (N,Q,R,W)",5/1/2020,23896,32816,0.037631081,0.066093864
"49 ST (N,Q,R,W)",6/1/2020,39912,51292,0.063317104,0.105521725
"49 ST (N,Q,R,W)",7/1/2020,61265,79507,0.094813391,0.156788853
"49 ST (N,Q,R,W)",8/1/2020,69469,92269,0.111636779,0.180699226
"49 ST (N,Q,R,W)",9/1/2020,85223,109540,0.151235466,0.238275472
"49 ST (N,Q,R,W)",10/1/2020,101724,129229,0.165282864,0.255603421
"49 ST (N,Q,R,W)",11/1/2020,90348,115900,0.150240457,0.238590771
"49 ST (N,Q,R,W)",12/1/2020,93186,130932,0.136171344,0.243140255
"49 ST (N,Q,R,W)",1/1/2021,79458,109563,0.125168555,0.201043725
"49 ST (N,Q,R,W)",2/1/2021,74242,104699,0.137775023,0.22448087
"49 ST (N,Q,R,W)",3/1/2021,36844,52168,0.060767995,0.099493075
"5 AV/53 ST (E,M)",1/1/2020,632094,729566,0.961761954,1.016689196
"5 AV/53 ST (E,M)",2/1/2020,539157,610312,0.931936585,0.967517541
"5 AV/53 ST (E,M)",3/1/2020,249882,292154,0.398614718,0.417218619
"5 AV/53 ST (E,M)",4/1/2020,9776,14604,0.014835926,0.020175925
"5 AV/53 ST (E,M)",5/1/2020,14492,20983,0.021306657,0.028281034
"5 AV/53 ST (E,M)",6/1/2020,44389,57112,0.070647347,0.081256233
"5 AV/53 ST (E,M)",7/1/2020,81125,101050,0.129537815,0.145652409
"5 AV/53 ST (E,M)",8/1/2020,84171,113457,0.137351179,0.166421218
"5 AV/53 ST (E,M)",9/1/2020,95596,133273,0.160395973,0.200992043
"5 AV/53 ST (E,M)",10/1/2020,103297,143028,0.149281103,0.186362742
"5 AV/53 ST (E,M)",11/1/2020,93155,131016,0.146039814,0.186540006
"5 AV/53 ST (E,M)",12/1/2020,89590,126866,0.124014075,0.157539979
"5 AV/53 ST (E,M)",1/1/2021,87522,125819,0.133169006,0.175335498
"5 AV/53 ST (E,M)",2/1/2021,79841,117817,0.138005718,0.186773346
"5 AV/53 ST (E,M)",3/1/2021,44531,66155,0.071036377,0.094474482
"5 AV/59 ST (N,Q,R,W)",1/1/2020,393138,296017,0.99948899,1.007155154
"5 AV/59 ST (N,Q,R,W)",2/1/2020,350110,264835,1.007969091,1.06610336
"5 AV/59 ST (N,Q,R,W)",3/1/2020,176709,136016,0.445078319,0.476476729
"5 AV/59 ST (N,Q,R,W)",4/1/2020,11682,9945,0.026668493,0.031359478
"5 AV/59 ST (N,Q,R,W)",5/1/2020,20970,17219,0.04676555,0.052640911
"5 AV/59 ST (N,Q,R,W)",6/1/2020,50174,42490,0.116411102,0.134922727
"5 AV/59 ST (N,Q,R,W)",7/1/2020,77806,72199,0.183131543,0.231750964
"5 AV/59 ST (N,Q,R,W)",8/1/2020,87152,82648,0.208154501,0.268534704
"5 AV/59 ST (N,Q,R,W)",9/1/2020,104857,96636,0.247038562,0.315201331
"5 AV/59 ST (N,Q,R,W)",10/1/2020,119244,109705,0.286618049,0.345820553
"5 AV/59 ST (N,Q,R,W)",11/1/2020,108184,101033,0.259013544,0.313166035
"5 AV/59 ST (N,Q,R,W)",12/1/2020,108741,105220,0.238944995,0.300997508
"5 AV/59 ST (N,Q,R,W)",1/1/2021,92882,91641,0.236137276,0.311795287
"5 AV/59 ST (N,Q,R,W)",2/1/2021,86972,86412,0.250392984,0.347854791
"5 AV/59 ST (N,Q,R,W)",3/1/2021,44097,43571,0.111067454,0.152633275
50 ST (1),1/1/2020,644689,632367,0.975648476,0.975257939
50 ST (1),2/1/2020,584772,609616,0.933971983,1.003737573
50 ST (1),3/1/2020,279792,298497,0.40839347,0.458368652
50 ST (1),4/1/2020,22033,30203,0.029925285,0.043946594
50 ST (1),5/1/2020,26823,36994,0.038404268,0.055225311
50 ST (1),6/1/2020,42523,57530,0.062433013,0.088189396
50 ST (1),7/1/2020,57970,77130,0.086518514,0.119285124
50 ST (1),8/1/2020,64764,87002,0.106302586,0.151248379
50 ST (1),9/1/2020,80914,103683,0.127322366,0.170535457
50 ST (1),10/1/2020,98411,126700,0.134002271,0.180763458
50 ST (1),11/1/2020,84447,114995,0.120943695,0.174362714
50 ST (1),12/1/2020,84636,118236,0.115275392,0.16507137
50 ST (1),1/1/2021,71617,99372,0.108382518,0.153254885
50 ST (1),2/1/2021,68886,97240,0.110021673,0.16010643
50 ST (1),3/1/2021,35035,50157,0.051138221,0.077020528
"50 ST (C,E)",1/1/2020,527292,345458,0.970605289,0.900113081
"50 ST (C,E)",2/1/2020,479588,325255,0.959653908,0.965199922
"50 ST (C,E)",3/1/2020,242524,168808,0.415952471,0.442087455
"50 ST (C,E)",4/1/2020,26852,27514,0.046869164,0.078805741
"50 ST (C,E)",5/1/2020,34067,30902,0.052631742,0.081269724
"50 ST (C,E)",6/1/2020,59621,54214,0.098099417,0.147926831
"50 ST (C,E)",7/1/2020,79489,75206,0.138967755,0.213676476
"50 ST (C,E)",8/1/2020,85910,83334,0.14820757,0.239676267
"50 ST (C,E)",9/1/2020,95963,91434,0.17437229,0.256664767
"50 ST (C,E)",10/1/2020,97133,96925,0.148113302,0.230275975
"50 ST (C,E)",11/1/2020,93943,89063,0.160581658,0.230632184
