station,period,entries_diff,exits_diff,entries_compared_to_2019,exits_compared_to_2019
E 149 ST (6),12/1/2020,57855,72552,0.437768143,0.541461121
E 149 ST (6),1/1/2021,52875,66890,0.424797744,0.558002569
E 149 ST (6),2/1/2021,48357,61962,0.42125024,0.567189045
E 149 ST (6),3/1/2021,25039,30614,0.191564403,0.249545562
"E 180 ST (2,5)",1/1/2020,187600,170573,1.045078771,1.068170859
"E 180 ST (2,5)",2/1/2020,184491,165500,1.1148705,1.140152663
"E 180 ST (2,5)",3/1/2020,132463,127159,0.705303232,0.749276703
"E 180 ST (2,5)",4/1/2020,36471,38967,0.18937907,0.217123849
"E 180 ST (2,5)",5/1/2020,43980,46891,0.212673359,0.245193238
"E 180 ST (2,5)",6/1/2020,56884,61427,0.298451707,0.348085521
"E 180 ST (2,5)",7/1/2020,81522,103377,0.408107892,0.539514955
"E 180 ST (2,5)",8/1/2020,72334,86140,0.398872873,0.486628176
"E 180 ST (2,5)",9/1/2020,84529,96361,0.429659186,0.515304977
"E 180 ST (2,5)",10/1/2020,97911,108410,0.469572349,0.583294773
"E 180 ST (2,5)",11/1/2020,99614,115617,0.522559763,0.692358824
"E 180 ST (2,5)",12/1/2020,81947,89034,0.440378756,0.528705463
"E 180 ST (2,5)",1/1/2021,77861,82895,0.433746685,0.519109257
"E 180 ST (2,5)",2/1/2021,68112,73922,0.411597636,0.509259004
"E 180 ST (2,5)",3/1/2021,35189,38095,0.18736489,0.224472479
EAST 105 ST (L),1/1/2020,84685,91288,0.930972692,0.987687447
EAST 105 ST (L),2/1/2020,76897,81846,0.976792338,1.025844781
EAST 105 ST (L),3/1/2020,56996,63589,0.667127056,0.738128127
EAST 105 ST (L),4/1/2020,20682,28410,0.235105549,0.32292164
EAST 105 ST (L),5/1/2020,23211,32491,0.257422339,0.352225053
EAST 105 ST (L),6/1/2020,27776,38913,0.324641475,0.438985594
EAST 105 ST (L),7/1/2020,31598,43761,0.373728533,0.487413958
EAST 105 ST (L),8/1/2020,31470,44190,0.379705598,0.492817951
EAST 105 ST (L),9/1/2020,29899,38513,0.353128063,0.425346513
EAST 105 ST (L),10/1/2020,37017,49103,0.39872252,0.498396297
EAST 105 ST (L),11/1/2020,34193,46737,0.405769756,0.514452712
EAST 105 ST (L),12/1/2020,33760,47862,0.400455494,0.519448665
EAST 105 ST (L),1/1/2021,31184,43655,0.342816939,0.472323805
EAST 105 ST (L),2/1/2021,25976,36502,0.329962908,0.457510278
EAST 105 ST (L),3/1/2021,14655,19621,0.171533915,0.227756561
EAST BROADWAY (F),1/1/2020,352278,189982,0.962418792,1.047130865
EAST BROADWAY (F),2/1/2020,341419,186296,0.978255513,1.003295922
EAST BROADWAY (F),3/1/2020,191880,118287,0.488244275,0.567334625
EAST BROADWAY (F),4/1/2020,32735,29400,0.089811652,0.165666469
EAST BROADWAY (F),5/1/2020,42235,36675,0.103372739,0.178912039
EAST BROADWAY (F),6/1/2020,64389,53730,0.167922826,0.264918621
EAST BROADWAY (F),7/1/2020,85549,70348,0.224204399,0.318200117
EAST BROADWAY (F),8/1/2020,93396,76999,0.256357752,0.389302634
EAST BROADWAY (F),9/1/2020,94727,75744,0.257118273,0.390489349
EAST BROADWAY (F),10/1/2020,112636,91773,0.292542043,0.451370001
EAST BROADWAY (F),11/1/2020,101839,84488,0.285205785,0.434790216
EAST BROADWAY (F),12/1/2020,99306,82542,0.274591456,0.431610211
EAST BROADWAY (F),1/1/2021,71955,57722,0.196580099,0.318148497
EAST BROADWAY (F),2/1/2021,66385,55433,0.19021054,0.298534069
EAST BROADWAY (F),3/1/2021,38964,32218,0.099145038,0.154525746
EASTCHESTER-DYRE AV (5),1/1/2020,120518,121842,1.072138352,1.072184725
EASTCHESTER-DYRE AV (5),2/1/2020,107524,106406,1.061137483,1.051432298
EASTCHESTER-DYRE AV (5),3/1/2020,75357,78762,0.653035227,0.670024075
EASTCHESTER-DYRE AV (5),4/1/2020,19718,30567,0.169969571,0.254846052
EASTCHESTER-DYRE AV (5),5/1/2020,24146,37781,0.194082517,0.293337578
EASTCHESTER-DYRE AV (5),6/1/2020,33257,47743,0.299739529,0.413577734
EASTCHESTER-DYRE AV (5),7/1/2020,40894,60664,0.38172314,0.548786886
EASTCHESTER-DYRE AV (5),8/1/2020,37684,56438,0.337183812,0.485033388
EASTCHESTER-DYRE AV (5),9/1/2020,46353,63433,0.38137434,0.519461482
EASTCHESTER-DYRE AV (5),10/1/2020,52767,68748,0.390632287,0.515267347
EASTCHESTER-DYRE AV (5),11/1/2020,48923,65745,0.409973854,0.553297314
EASTCHESTER-DYRE AV (5),12/1/2020,47008,62277,0.427570901,0.566752211
EASTCHESTER-DYRE AV (5),1/1/2021,46492,60560,0.413596776,0.532915636
EASTCHESTER-DYRE AV (5),2/1/2021,40380,53089,0.398503883,0.524589678
EASTCHESTER-DYRE AV (5),3/1/2021,22021,27649,0.190831492,0.235208548
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",1/1/2020,109559,117681,0.957784033,1.103690504
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",2/1/2020,108029,125927,0.909166653,1.234929539
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",3/1/2020,54050,66051,0.423360409,0.597470851
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",4/1/2020,3412,6878,0.022189849,0.056137315
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",5/1/2020,5771,13390,0.041375108,0.106398195
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",6/1/2020,12952,22451,0.12719113,0.223568775
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",7/1/2020,16998,25965,0.258603377,0.277391992
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",8/1/2020,20456,31908,0.206686807,0.296179408
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",9/1/2020,27518,39658,0.266044047,0.382507547
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",10/1/2020,34623,47778,0.300677377,0.428579117
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",11/1/2020,27286,40479,0.24932383,0.38379634
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",12/1/2020,26233,37299,0.254272117,0.384387077
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",1/1/2021,23199,36635,0.202809735,0.343587339
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",2/1/2021,23539,36776,0.198103045,0.360651558
"EASTERN PKWY-BROOKLYN MUSEUM (2,3)",3/1/2021,12391,19596,0.097055667,0.177257555
ELDER AV (6),1/1/2020,170150,176074,1.03260144,1.090072744
ELDER AV (6),2/1/2020,160713,168670,1.036376651,1.105619539
ELDER AV (6),3/1/2020,117814,128496,0.67668361,0.742927515
ELDER AV (6),4/1/2020,32071,44519,0.187677021,0.265363661
ELDER AV (6),5/1/2020,41667,57152,0.243645294,0.338977823
ELDER AV (6),6/1/2020,50644,75270,0.316525,0.464870674
ELDER AV (6),7/1/2020,62413,90382,0.388232294,0.545363487
ELDER AV (6),8/1/2020,63872,92183,0.391039495,0.543326811
ELDER AV (6),9/1/2020,75902,103624,0.450523817,0.608382699
ELDER AV (6),10/1/2020,88174,114855,0.481312263,0.62003347
ELDER AV (6),11/1/2020,80054,104050,0.467225792,0.58898449
ELDER AV (6),12/1/2020,78997,104099,0.472520965,0.610619365
ELDER AV (6),1/1/2021,74831,98498,0.454132226,0.609800341
ELDER AV (6),2/1/2021,68519,92439,0.441852817,0.605930898
ELDER AV (6),3/1/2021,35777,45645,0.205490939,0.263906475
"ELMHURST AV (M,R)",1/1/2020,306566,92720,0.925186205,0.942142378
"ELMHURST AV (M,R)",2/1/2020,303646,95557,1.041077949,1.10289467
"ELMHURST AV (M,R)",3/1/2020,187576,60873,0.544773887,0.594898607
"ELMHURST AV (M,R)",4/1/2020,28706,14031,0.086733199,0.141273485
"ELMHURST AV (M,R)",5/1/2020,44199,17288,0.129705603,0.177706509
"ELMHURST AV (M,R)",6/1/2020,73833,25631,0.242239815,0.277674257
"ELMHURST AV (M,R)",7/1/2020,101561,32337,0.314409899,0.328287751
"ELMHURST AV (M,R)",8/1/2020,110108,38704,0.358515508,0.420403198
"ELMHURST AV (M,R)",9/1/2020,125611,44249,0.382707172,0.447108632
"ELMHURST AV (M,R)",10/1/2020,135711,46991,0.386885723,0.442222452
"ELMHURST AV (M,R)",11/1/2020,127795,47603,0.408874655,0.4933618
"ELMHURST AV (M,R)",12/1/2020,127347,49223,0.391679046,0.485850779
"ELMHURST AV (M,R)",1/1/2021,113907,45835,0.343760185,0.465736582
"ELMHURST AV (M,R)",2/1/2021,112097,46108,0.384334768,0.532166847
"ELMHURST AV (M,R)",3/1/2021,55499,21559,0.161184832,0.210691424
"EUCLID AV (A,C)",1/1/2020,282984,94039,1.071158468,1.17628149
"EUCLID AV (A,C)",2/1/2020,265642,86576,1.087061674,1.147477104
"EUCLID AV (A,C)",3/1/2020,178350,64585,0.639254186,0.7529671
"EUCLID AV (A,C)",4/1/2020,52033,26285,0.176690312,0.289740848
"EUCLID AV (A,C)",5/1/2020,67661,37672,0.217222825,0.398839647
"EUCLID AV (A,C)",6/1/2020,86595,44380,0.326681128,0.487831688
"EUCLID AV (A,C)",7/1/2020,98680,52208,0.367986516,0.574674181
"EUCLID AV (A,C)",8/1/2020,98124,53663,0.375838823,0.590436476
"EUCLID AV (A,C)",9/1/2020,111092,55174,0.379983582,0.560102328
"EUCLID AV (A,C)",10/1/2020,122957,59653,0.41160737,0.591707583
"EUCLID AV (A,C)",11/1/2020,111619,54245,0.415017661,0.585344009
"EUCLID AV (A,C)",12/1/2020,109527,55093,0.366562359,0.536628841
"EUCLID AV (A,C)",1/1/2021,103133,51865,0.39038174,0.648750407
"EUCLID AV (A,C)",2/1/2021,93367,45692,0.382076958,0.605601135
"EUCLID AV (A,C)",3/1/2021,46451,21874,0.16649283,0.255019003
FAR ROCKAWAY-MOTT AV (A),1/1/2020,114758,126126,1.066296238,1.073577229
FAR ROCKAWAY-MOTT AV (A),2/1/2020,104464,113993,0.971975139,0.996407468
FAR ROCKAWAY-MOTT AV (A),3/1/2020,79859,90060,0.662950357,0.707584971
FAR ROCKAWAY-MOTT AV (A),4/1/2020,26862,38173,0.226021692,0.301326934
FAR ROCKAWAY-MOTT AV (A),5/1/2020,32485,45953,0.293177983,0.38010356
FAR ROCKAWAY-MOTT AV (A),6/1/2020,42003,59319,0.359248711,0.460808837
FAR ROCKAWAY-MOTT AV (A),7/1/2020,50634,69149,0.420373599,0.519121047
FAR ROCKAWAY-MOTT AV (A),8/1/2020,50667,69120,0.418234347,0.517156239
FAR ROCKAWAY-MOTT AV (A),9/1/2020,56608,73069,0.542523624,0.635614746
FAR ROCKAWAY-MOTT AV (A),10/1/2020,60302,76253,0.501880951,0.579258426
FAR ROCKAWAY-MOTT AV (A),11/1/2020,56114,72019,0.494950297,0.580559609
FAR ROCKAWAY-MOTT AV (A),12/1/2020,55126,74472,0.493328441,0.608257443
FAR ROCKAWAY-MOTT AV (A),1/1/2021,51857,70642,0.481839384,0.601300625
FAR ROCKAWAY-MOTT AV (A),2/1/2021,42508,58793,0.395511556,0.513906856
FAR ROCKAWAY-MOTT AV (A),3/1/2021,18223,24302,0.151278433,0.190936375
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",1/1/2020,480085,311510,1.06751979,1.201530504
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",2/1/2020,488757,319315,1.014692327,1.137064496
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",3/1/2020,313764,219103,0.575185013,0.69786471
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",4/1/2020,68075,63845,0.130483368,0.210339568
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",5/1/2020,78408,77735,0.143250467,0.244137221
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",6/1/2020,109136,106872,0.239163926,0.394591681
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",7/1/2020,136762,132521,0.318168811,0.494516402
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",8/1/2020,138742,135458,0.298301251,0.45222158
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",9/1/2020,165078,148666,0.342931573,0.491150983
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",10/1/2020,184307,163305,0.358295798,0.505387958
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",11/1/2020,170612,153089,0.33681642,0.471169205
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",12/1/2020,175467,160057,0.359538475,0.512953883
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",1/1/2021,161570,147792,0.359267989,0.57005103
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",2/1/2021,151807,142386,0.315161518,0.507029314
"FLATBUSH AV-BROOKLYN COLLEGE (2,5)",3/1/2021,76860,70125,0.140898,0.223355056
FLUSHING AV (G),1/1/2020,62285,68332,0.827355809,0.865827853
FLUSHING AV (G),2/1/2020,59221,65015,0.838373114,0.885111771
FLUSHING AV (G),3/1/2020,43512,48916,0.93081761,0.993440159
FLUSHING AV (G),4/1/2020,11018,15479,0.253240783,0.356207571
FLUSHING AV (G),5/1/2020,15603,21799,0.230129349,0.300096366
FLUSHING AV (G),6/1/2020,22399,30276,0.33471309,0.41316066
FLUSHING AV (G),7/1/2020,25297,33818,0.408200478,0.488720609
FLUSHING AV (G),8/1/2020,26773,35666,0.478739003,0.561183227
FLUSHING AV (G),9/1/2020,33401,42396,0.530090462,0.615335491
FLUSHING AV (G),10/1/2020,35372,44996,0.54111276,0.627288062
FLUSHING AV (G),11/1/2020,33842,44864,0.550957281,0.662336128
FLUSHING AV (G),12/1/2020,35427,46653,0.58228826,0.704217486
FLUSHING AV (G),1/1/2021,34305,45752,0.455686618,0.579718959
FLUSHING AV (G),2/1/2021,32304,43456,0.457317591,0.591608354
FLUSHING AV (G),3/1/2021,17152,22764,0.366919095,0.462316456
"FLUSHING AV (J,M)",1/1/2020,193261,135799,1.127892522,1.471182805
"FLUSHING AV (J,M)",2/1/2020,232702,141389,1.048684311,1.32645039
"FLUSHING AV (J,M)",3/1/2020,151810,99743,0.624678526,0.74447853
"FLUSHING AV (J,M)",4/1/2020,37559,35069,0.168022905,0.276597758
"FLUSHING AV (J,M)",5/1/2020,48628,43706,0.196173195,0.302379964
"FLUSHING AV (J,M)",6/1/2020,63851,55828,0.270928185,0.401092032
"FLUSHING AV (J,M)",7/1/2020,75925,63345,0.3151121,0.44075592
"FLUSHING AV (J,M)",8/1/2020,79350,66486,0.330681491,0.461093542
"FLUSHING AV (J,M)",9/1/2020,93162,76959,0.366069008,0.504688894
"FLUSHING AV (J,M)",10/1/2020,103522,81951,0.392560009,0.534785077
"FLUSHING AV (J,M)",11/1/2020,93759,75992,0.398118936,0.534691781
"FLUSHING AV (J,M)",12/1/2020,92023,76136,0.397720593,0.553696229
"FLUSHING AV (J,M)",1/1/2021,86287,73808,0.503580454,0.799601326
"FLUSHING AV (J,M)",2/1/2021,80218,68550,0.361506812,0.643106424
"FLUSHING AV (J,M)",3/1/2021,39829,33739,0.163891186,0.251826806
FLUSHING-MAIN ST (7),1/1/2020,1486984,1340859,1.0357927,1.114950978
FLUSHING-MAIN ST (7),2/1/2020,1039491,931341,0.770985906,0.808634022
FLUSHING-MAIN ST (7),3/1/2020,698464,651263,0.471107196,0.507435881
FLUSHING-MAIN ST (7),4/1/2020,118634,132536,0.085274031,0.110834495
FLUSHING-MAIN ST (7),5/1/2020,173772,190610,0.11290267,0.147485299
FLUSHING-MAIN ST (7),6/1/2020,294105,318133,0.193420907,0.247564494
FLUSHING-MAIN ST (7),7/1/2020,417278,449298,0.269640254,0.329719103
FLUSHING-MAIN ST (7),8/1/2020,451448,488099,0.286942456,0.342919309
FLUSHING-MAIN ST (7),9/1/2020,566702,575578,0.353453346,0.405887426
FLUSHING-MAIN ST (7),10/1/2020,618783,627410,0.41203031,0.480781315
FLUSHING-MAIN ST (7),11/1/2020,572213,592204,0.416860996,0.484898804
FLUSHING-MAIN ST (7),12/1/2020,567162,585530,0.372167219,0.430422829
FLUSHING-MAIN ST (7),1/1/2021,522087,546781,0.363671636,0.454659297
FLUSHING-MAIN ST (7),2/1/2021,473737,503552,0.351368651,0.437207509
FLUSHING-MAIN ST (7),3/1/2021,242696,261661,0.163696099,0.203874902
FORDHAM RD (4),1/1/2020,248462,56494,0.998874336,1.13667733
FORDHAM RD (4),2/1/2020,237682,54751,1.011128789,1.092006063
FORDHAM RD (4),3/1/2020,172223,42626,0.65401222,0.767980686
FORDHAM RD (4),4/1/2020,50165,18888,0.191650876,0.348557825
FORDHAM RD (4),5/1/2020,63689,23869,0.232180614,0.404264688
FORDHAM RD (4),6/1/2020,79649,28025,0.301121327,0.485172169
FORDHAM RD (4),7/1/2020,96585,33458,0.368363844,0.58214149
FORDHAM RD (4),8/1/2020,93019,32797,0.357093774,0.557866984
FORDHAM RD (4),9/1/2020,115791,37313,0.42467954,0.640489555
FORDHAM RD (4),10/1/2020,130596,41285,0.450873638,0.6668982
FORDHAM RD (4),11/1/2020,121186,38382,0.452014532,0.659699902
FORDHAM RD (4),12/1/2020,118004,37704,0.480075508,0.630006517
FORDHAM RD (4),1/1/2021,112580,40906,0.45259747,0.82304179
FORDHAM RD (4),2/1/2021,103980,33286,0.442343852,0.66388767
FORDHAM RD (4),3/1/2021,53807,16920,0.204330638,0.304842894
"FORDHAM RD (B,D)",1/1/2020,302965,176229,1.032283894,1.147600659
"FORDHAM RD (B,D)",2/1/2020,298847,168661,1.083155735,1.182308242
"FORDHAM RD (B,D)",3/1/2020,201429,123181,0.646285197,0.709641553
"FORDHAM RD (B,D)",4/1/2020,49760,42463,0.158744337,0.245639711
"FORDHAM RD (B,D)",5/1/2020,62369,55359,0.186887407,0.299503344
"FORDHAM RD (B,D)",6/1/2020,83924,74302,0.275418917,0.415652271
"FORDHAM RD (B,D)",7/1/2020,97986,91490,0.317002155,0.489277501
"FORDHAM RD (B,D)",8/1/2020,109550,99923,0.355348391,0.549803844
"FORDHAM RD (B,D)",9/1/2020,122641,99494,0.386351179,0.528422338
"FORDHAM RD (B,D)",10/1/2020,132557,106678,0.393448121,0.565214397
"FORDHAM RD (B,D)",11/1/2020,119074,99418,0.382535114,0.594466602
"FORDHAM RD (B,D)",12/1/2020,120354,100902,0.394612335,0.566823771
"FORDHAM RD (B,D)",1/1/2021,112861,95693,0.384548025,0.62315141
"FORDHAM RD (B,D)",2/1/2021,102116,85074,0.370114243,0.596366032
"FORDHAM RD (B,D)",3/1/2021,51159,41047,0.164143715,0.236470371
FOREST AVE (M),1/1/2020,119860,92851,1.432583934,1.560206345
FOREST AVE (M),2/1/2020,114792,90117,1.156652728,1.189773312
FOREST AVE (M),3/1/2020,69629,58145,0.654887982,0.71599207
FOREST AVE (M),4/1/2020,11259,11607,0.114410267,0.16056829
FOREST AVE (M),5/1/2020,16038,16511,0.13848545,0.185610702
FOREST AVE (M),6/1/2020,27521,26918,0.246743233,0.311572563
FOREST AVE (M),7/1/2020,36943,34947,0.334253194,0.401925267
FOREST AVE (M),8/1/2020,39266,38433,0.344647199,0.431235484
FOREST AVE (M),9/1/2020,47424,44120,0.39048811,0.476725591
FOREST AVE (M),10/1/2020,50811,47545,0.392275089,0.492209742
FOREST AVE (M),11/1/2020,41612,39281,0.354836234,0.433550765
FOREST AVE (M),12/1/2020,40976,39970,0.356852978,0.452810096
FOREST AVE (M),1/1/2021,39446,39011,0.471464257,0.655514854
FOREST AVE (M),2/1/2021,37781,37621,0.380684165,0.496692764
FOREST AVE (M),3/1/2021,19009,19033,0.178787081,0.234370575
"FOREST HILLS-71 AV (E,F,M,R)",1/1/2020,681743,364798,1.003216802,1.040799092
"FOREST HILLS-71 AV (E,F,M,R)",2/1/2020,633052,339839,1.006651624,1.036359921
"FOREST HILLS-71 AV (E,F,M,R)",3/1/2020,369979,215306,0.527051379,0.592781646
"FOREST HILLS-71 AV (E,F,M,R)",4/1/2020,59553,47889,0.085975509,0.133017241
"FOREST HILLS-71 AV (E,F,M,R)",5/1/2020,76766,60441,0.104751521,0.156015023
"FOREST HILLS-71 AV (E,F,M,R)",6/1/2020,122785,90676,0.179010366,0.246306462
"FOREST HILLS-71 AV (E,F,M,R)",7/1/2020,174277,124873,0.259394814,0.347414693
"FOREST HILLS-71 AV (E,F,M,R)",8/1/2020,184792,135815,0.275007739,0.372979801
"FOREST HILLS-71 AV (E,F,M,R)",9/1/2020,221738,153307,0.322671618,0.450464401
"FOREST HILLS-71 AV (E,F,M,R)",10/1/2020,233611,159155,0.348571684,0.426253612
"FOREST HILLS-71 AV (E,F,M,R)",11/1/2020,217851,147550,0.319978556,0.401458365
"FOREST HILLS-71 AV (E,F,M,R)",12/1/2020,221078,151628,0.330610621,0.424761606
"FOREST HILLS-71 AV (E,F,M,R)",1/1/2021,209611,146238,0.308452418,0.4172292
"FOREST HILLS-71 AV (E,F,M,R)",2/1/2021,191586,132949,0.304651684,0.405436148
"FOREST HILLS-71 AV (E,F,M,R)",3/1/2021,99141,67415,0.141230721,0.185607343
FORT HAMILTON PKWY (D),1/1/2020,106452,63543,1.039742926,1.026940979
FORT HAMILTON PKWY (D),2/1/2020,98692,60327,1.067494484,1.06479455
FORT HAMILTON PKWY (D),3/1/2020,65538,42236,0.607266292,0.650364941
FORT HAMILTON PKWY (D),4/1/2020,17580,12606,0.182953481,0.214807873
FORT HAMILTON PKWY (D),5/1/2020,22421,17090,0.202510952,0.251760408
FORT HAMILTON PKWY (D),6/1/2020,32909,24852,0.348675079,0.428711898
FORT HAMILTON PKWY (D),7/1/2020,38735,29064,0.402659099,0.479406186
FORT HAMILTON PKWY (D),8/1/2020,40916,31123,0.426866419,0.511294377
FORT HAMILTON PKWY (D),9/1/2020,49870,37133,0.470032705,0.570014123
FORT HAMILTON PKWY (D),10/1/2020,49768,36393,0.471064837,0.558594649
FORT HAMILTON PKWY (D),11/1/2020,50471,36419,0.477037079,0.570106918
FORT HAMILTON PKWY (D),12/1/2020,50336,36284,0.481090329,0.577577562
FORT HAMILTON PKWY (D),1/1/2021,47744,35376,0.466327418,0.571724093
FORT HAMILTON PKWY (D),2/1/2021,42766,31543,0.462575174,0.556745976
FORT HAMILTON PKWY (D),3/1/2021,22991,16673,0.213031513,0.256736781
"FORT HAMILTON PKWY (F,G)",1/1/2020,157647,55085,1.049042768,1.069154924
"FORT HAMILTON PKWY (F,G)",2/1/2020,146880,52124,1.104269572,1.139945325
"FORT HAMILTON PKWY (F,G)",3/1/2020,76298,29106,0.489598172,0.549180173
"FORT HAMILTON PKWY (F,G)",4/1/2020,6890,4195,0.045634881,0.08284456
"FORT HAMILTON PKWY (F,G)",5/1/2020,10109,5720,0.061173238,0.101687081
"FORT HAMILTON PKWY (F,G)",6/1/2020,18320,9122,0.125216155,0.171921823
"FORT HAMILTON PKWY (F,G)",7/1/2020,27103,12650,0.195966856,0.252454698
"FORT HAMILTON PKWY (F,G)",8/1/2020,30689,15036,0.225166,0.300990892
"FORT HAMILTON PKWY (F,G)",9/1/2020,39190,16803,0.24945418,0.313278395
"FORT HAMILTON PKWY (F,G)",10/1/2020,43703,19455,0.252134632,0.305997263
"FORT HAMILTON PKWY (F,G)",11/1/2020,38263,17012,0.244559208,0.309923303
"FORT HAMILTON PKWY (F,G)",12/1/2020,36346,16913,0.248999781,0.323446166
"FORT HAMILTON PKWY (F,G)",1/1/2021,34602,16603,0.230254796,0.322250689
"FORT HAMILTON PKWY (F,G)",2/1/2021,33665,16255,0.253099368,0.355494806
"FORT HAMILTON PKWY (F,G)",3/1/2021,17138,8082,0.109973177,0.152493443
FORT HAMILTON PKWY (N),1/1/2020,161571,94096,2.040501629,9.216062684
FORT HAMILTON PKWY (N),2/1/2020,151719,88988,2.139207309,10.22615491
FORT HAMILTON PKWY (N),3/1/2020,88160,51624,1.045540797,5.019348566
FORT HAMILTON PKWY (N),4/1/2020,12050,7859,0.183803902,0.912034351
FORT HAMILTON PKWY (N),5/1/2020,16385,10752,0.182945892,0.929862492
FORT HAMILTON PKWY (N),6/1/2020,30333,18967,0.368602051,1.530213796
FORT HAMILTON PKWY (N),7/1/2020,44093,26371,0.35876844,0.375548277
FORT HAMILTON PKWY (N),8/1/2020,48050,29710,0.375775207,0.390607539
FORT HAMILTON PKWY (N),9/1/2020,58488,36543,0.372584868,0.388987056
FORT HAMILTON PKWY (N),10/1/2020,60477,36291,0.35904819,0.36282655
FORT HAMILTON PKWY (N),11/1/2020,58376,35364,0.367347966,0.376364913
FORT HAMILTON PKWY (N),12/1/2020,56587,36732,0.346161375,0.38184143
FORT HAMILTON PKWY (N),1/1/2021,52295,33510,0.660440504,3.282076396
FORT HAMILTON PKWY (N),2/1/2021,50224,33403,0.708148273,3.838542864
FORT HAMILTON PKWY (N),3/1/2021,25116,16434,0.297865275,1.597860963
"FRANKLIN AV-FULTON ST (A,C,S)",1/1/2020,169315,176699,1.020904684,1.04856541
"FRANKLIN AV-FULTON ST (A,C,S)",2/1/2020,162978,169454,1.03667659,1.062174444
"FRANKLIN AV-FULTON ST (A,C,S)",3/1/2020,92025,106138,0.530159004,0.589616248
"FRANKLIN AV-FULTON ST (A,C,S)",4/1/2020,18693,34990,0.108509897,0.198217796
"FRANKLIN AV-FULTON ST (A,C,S)",5/1/2020,21807,37094,0.118846361,0.194089515
"FRANKLIN AV-FULTON ST (A,C,S)",6/1/2020,29916,46272,0.18409393,0.272377297
"FRANKLIN AV-FULTON ST (A,C,S)",7/1/2020,37509,57073,0.233926845,0.335687986
"FRANKLIN AV-FULTON ST (A,C,S)",8/1/2020,41328,66587,0.260585005,0.39767678
"FRANKLIN AV-FULTON ST (A,C,S)",9/1/2020,50514,74001,0.293389246,0.418023341
"FRANKLIN AV-FULTON ST (A,C,S)",10/1/2020,57272,82498,0.310907719,0.431770722
"FRANKLIN AV-FULTON ST (A,C,S)",11/1/2020,51794,77383,0.307651185,0.439271807
"FRANKLIN AV-FULTON ST (A,C,S)",12/1/2020,54570,77207,0.352856736,0.477553318
"FRANKLIN AV-FULTON ST (A,C,S)",1/1/2021,49025,74751,0.295601997,0.443586624
"FRANKLIN AV-FULTON ST (A,C,S)",2/1/2021,45753,71233,0.291027402,0.446503902
"FRANKLIN AV-FULTON ST (A,C,S)",3/1/2021,21687,33304,0.124939509,0.185009888
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",1/1/2020,369317,217365,0.989908385,1.032539249
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",2/1/2020,359237,209690,1.056918247,1.07722815
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",3/1/2020,209519,125838,0.54412181,0.56552592
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",4/1/2020,39728,29823,0.106365092,0.134111902
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",5/1/2020,46620,32699,0.119469231,0.14084501
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",6/1/2020,63528,47651,0.165993839,0.211750224
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",7/1/2020,79206,61094,0.193985437,0.280362166
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",8/1/2020,87145,66963,0.243279761,0.322172934
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",9/1/2020,109485,79732,0.257919447,0.336859716
"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",10/1/2020,113901,83649,0.253165654,0.3354588
